Venue,Serial,Port,Location,Group,bathroomLocationOnNetgear
Villanova - Finneran Pavilion,100000003169f0cd,N/A,202W 02,202W,203M4_202W3
Villanova - Finneran Pavilion,10000000306db52c,N/A,202W 03,202W,203M4_202W3
Villanova - Finneran Pavilion,10000000c54a507b,N/A,203M 01,203M,203M4_202W3
Villanova - Finneran Pavilion,10000000d48d2d29,N/A,203M 02,203M,203M4_202W3
Villanova - Finneran Pavilion,10000000cfaed5aa,N/A,203M 03,203M,203M4_202W3
Villanova - Finneran Pavilion,10000000a3fda31a,8,203M 04,203M,203M4_202W3
Villanova - Finneran Pavilion,10000000be762008,N/A,205W 01,205W,105W
Villanova - Finneran Pavilion,100000008168cb32,N/A,205W 02,205W,105W
Villanova - Finneran Pavilion,100000002e0c1985,N/A,205W 03,205W,105W
Villanova - Finneran Pavilion,100000006384e432,N/A,205W 04,205W,105W
Villanova - Finneran Pavilion,1000000094602b5b,N/A,207M 01,207M,207M
Villanova - Finneran Pavilion,10000000eaa64d77,N/A,207M 02,207M,207M
Villanova - Finneran Pavilion,1000000004c50ffe,N/A,207M 03,207M,207M
Villanova - Finneran Pavilion,1000000005efb360,N/A,207M 04,207M,207M
Villanova - Finneran Pavilion,10000000f48cd1bc,N/A,207M 05,207M,207M
Villanova - Finneran Pavilion,100000002c399e57,N/A,208W 01,208W,210M
Villanova - Finneran Pavilion,100000006962a16e,N/A,208W 02,208W,210M
Villanova - Finneran Pavilion,100000000bc42597,N/A,208W 03,208W,210M
Villanova - Finneran Pavilion,100000007fc387ee,N/A,208W 04,208W,210M
Villanova - Finneran Pavilion,10000000f740264b,N/A,210M 01,210M,210M
Villanova - Finneran Pavilion,10000000bc16c48f,N/A,210M 02,210M,210M
Villanova - Finneran Pavilion,100000000e77b79b,N/A,210M 03,210M,210M
Villanova - Finneran Pavilion,100000006c18506c,N/A,210M 04,210M,210M
Villanova - Finneran Pavilion,10000000c398babf,N/A,210M 05,210M,210M
Villanova - Finneran Pavilion,10000000a3cfbd2f,N/A,213W 01,213W,215M
Villanova - Finneran Pavilion,10000000485a72d4,N/A,213W 02,213W,215M
Villanova - Finneran Pavilion,10000000026442c7,N/A,213W 03,213W,215M
Villanova - Finneran Pavilion,10000000fd93d53a,N/A,213W 04,213W,215M
Villanova - Finneran Pavilion,1000000080b38c44,N/A,215M 01,215M,215M
Villanova - Finneran Pavilion,1000000033acd988,N/A,215M 02,215M,215M
Villanova - Finneran Pavilion,10000000e806f861,N/A,215M 03,215M,215M
Villanova - Finneran Pavilion,10000000b86ce573,N/A,ClubM 01,ClubM,ClubM
Villanova - Finneran Pavilion,10000000fced2eb7,N/A,ClubM 02,ClubM,ClubM
Villanova - Finneran Pavilion,10000000d38da930,N/A,ClubM 03,ClubM,ClubM
Villanova - Finneran Pavilion,10000000231b75a7,N/A,ClubW 01,ClubW,ClubM
Villanova - Finneran Pavilion,10000000e7a41219,N/A,ClubW 02,ClubW,ClubM
Villanova - Finneran Pavilion,100000005b441df8,N/A,ClubW 03,ClubW,ClubM
Virginia - John Paul Jones,10000000c3e1293a,N/A,101M 01,101M (T-247),101M7_102W3
Virginia - John Paul Jones,10000000433e7f54,N/A,101M 02,101M (T-247),101M7_102W3
Virginia - John Paul Jones,10000000f05ead3c,N/A,101M 03,101M (T-247),101M7_102W3
Virginia - John Paul Jones,1000000001fb1c71,N/A,101M 04,101M (T-247),101M7_102W3
Virginia - John Paul Jones,10000000ec73419d,N/A,101M 05,101M (T-247),101M7_102W3
Virginia - John Paul Jones,1000000066e33a48,N/A,101M 06,101M (T-247),101M7_102W3
Virginia - John Paul Jones,100000003ff11f05,N/A,101M 07,101M (T-247),101M7_102W3
Virginia - John Paul Jones,100000009cf9f99e,N/A,102W 01,102W (T-250),101M7_102W3
Virginia - John Paul Jones,10000000b0cb9b1d,N/A,102W 02,102W (T-250),101M7_102W3
Virginia - John Paul Jones,1000000098e555f2,21,102W 03,102W (T-250),101M7_102W3
Virginia - John Paul Jones,1000000050e59672,N/A,105M 01,105M (T-255),105M
Virginia - John Paul Jones,10000000c23c1af6,N/A,105M 02,105M (T-255),105M
Virginia - John Paul Jones,100000006cfa66a7,N/A,105M 03,105M (T-255),105M
Virginia - John Paul Jones,1000000090782d07,N/A,105M 04,105M (T-255),105M
Virginia - John Paul Jones,10000000d960e2b2,N/A,105M 05,105M (T-255),105M
Virginia - John Paul Jones,1000000022261d1f,N/A,105M 06,105M (T-255),105M
Virginia - John Paul Jones,100000006699110a,N/A,105M 07,105M (T-255),105M
Virginia - John Paul Jones,10000000449cb1fc,N/A,106M 0,106M (T-265),105M
Virginia - John Paul Jones,10000000ded08c99,N/A,106M 0,106M (T-265),105M
Virginia - John Paul Jones,100000008064f6fc,N/A,106M 0,106M (T-265),105M
Virginia - John Paul Jones,1000000071064144,N/A,106M 0,106M (T-265),105M
Virginia - John Paul Jones,10000000dc1e5b04,N/A,106M 0,106M (T-265),105M
Virginia - John Paul Jones,10000000e76cea5d,N/A,106W 01,106W (T-257),105M
Virginia - John Paul Jones,100000001084cfa7,N/A,106W 02,106W (T-257),105M
Virginia - John Paul Jones,10000000a217bb30,33,106W 03,106W (T-257),105M
Virginia - John Paul Jones,10000000b2b36557,N/A,106W 04,106W (T-257),105M
Virginia - John Paul Jones,10000000be1bc243,N/A,106W 05,106W (T-257),105M
Virginia - John Paul Jones,10000000f35042be,N/A,110SW 01,110SW (T-221),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,100000000fe5e4ad,37,110SW 02,110SW (T-221),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,10000000bdb5765c,N/A,110SW 03,110SW (T-221),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,1000000094518f17,N/A,110W1 01,110W1 (T-266),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,1000000059c1906f,15,110W1 02,110W1 (T-266),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,10000000527af277,N/A,110W1 03,110W1 (T-266),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,10000000e767f4df,N/A,110W1 04,110W1 (T-266),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,1000000084f637ae,N/A,110W2 01,110W2 (T-220),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,10000000460e0b9e,N/A,110W2 02,110W2 (T-220),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,100000004689b29e,N/A,110W2 03,110W2 (T-220),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,1000000023700f8b,N/A,110W2 04,110W2 (T-220),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,100000003cf3e716,N/A,110W2 05,110W2 (T-220),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,1000000084efdbc3,N/A,111M 01,111M (T-222),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,1000000029a378c9,N/A,111M 02,111M (T-222),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,100000000a1d48d3,N/A,111M 03,111M (T-222),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,10000000538f3df6,N/A,111M 04,111M (T-222),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,10000000def1ed81,N/A,111M 05,111M (T-222),111M5_110W1_4_110W2_5_110SW3
Virginia - John Paul Jones,10000000bb105951,N/A,115M 01,115M (T-227),115M3_115W5
Virginia - John Paul Jones,10000000ed2a757c,N/A,115M 02,115M (T-227),115M3_115W5
Virginia - John Paul Jones,100000005f0c42bc,N/A,115M 03,115M (T-227),115M3_115W5
Virginia - John Paul Jones,1000000044c2ffe6,N/A,115W 01,115W (T-239),115M3_115W5
Virginia - John Paul Jones,1.000000011166E+074,N/A,115W 02,115W (T-239),115M3_115W5
Virginia - John Paul Jones,10000000370b67a3,N/A,115W 03,115W (T-239),115M3_115W5
Virginia - John Paul Jones,10000000b66fb29d,N/A,115W 04,115W (T-239),115M3_115W5
Virginia - John Paul Jones,100000002113393f,N/A,115W 05,115W (T-239),115M3_115W5
Virginia - John Paul Jones,10000000a96f460f,N/A,301W 01,301W (T-325),303M
Virginia - John Paul Jones,10000000fb1c8317,N/A,301W 02,301W (T-325),303M
Virginia - John Paul Jones,10000000532881d3,N/A,302W 01,302W (T-326),303M
Virginia - John Paul Jones,1000000069520126,N/A,302W 02,302W (T-326),303M
Virginia - John Paul Jones,10000000fcaa01b1,N/A,303M 01,303M (T-327),303M
Virginia - John Paul Jones,10000000b45ae9d7,N/A,303M 02,303M (T-327),303M
Virginia - John Paul Jones,1000000093d837c4,N/A,303M 03,303M (T-327),303M
Virginia - John Paul Jones,10000000bb7e6efe,N/A,303M 04,303M (T-327),303M
Virginia - John Paul Jones,100000000f3abc67,N/A,303M 05,303M (T-327),303M
Virginia - John Paul Jones,10000000a9bf7ba1,N/A,303M 06,303M (T-327),303M
Virginia - John Paul Jones,10000000f612e37f,N/A,303M 07,303M (T-327),303M
Virginia - John Paul Jones,1000000086eb5e2b,N/A,303M 08,303M (T-327),303M
Virginia - John Paul Jones,10000000e527e757,N/A,304M 01,304M (T-328),303M
Virginia - John Paul Jones,10000000975e8f54,N/A,304M 02,304M (T-328),303M
Virginia - John Paul Jones,100000004ed4dda0,N/A,305W1 01,305W1 (T-331),303M
Virginia - John Paul Jones,100000005dc79efd,N/A,305W1 02,305W1 (T-331),303M
Virginia - John Paul Jones,100000004f27cc08,N/A,305W1 03,305W1 (T-331),303M
Virginia - John Paul Jones,100000003042e6a9,N/A,305W2 01,305W2 (T-334),303M
Virginia - John Paul Jones,1000000008f26333,N/A,305W2 02,305W2 (T-334),303M
Virginia - John Paul Jones,10000000124eb7d7,N/A,306M 01,306M (T-336),303M
Virginia - John Paul Jones,100000005096193c,N/A,306M 02,306M (T-336),303M
Virginia - John Paul Jones,1000000051dd49a0,N/A,306M 03,306M (T-336),303M
Virginia - John Paul Jones,100000001e64ffd4,N/A,306W 01,306W (T-340),303M
Virginia - John Paul Jones,10000000c386a11d,N/A,306W 02,306W (T-340),303M
Virginia - John Paul Jones,100000003e1c1ab7,N/A,306W 03,306W (T-340),303M
Virginia - John Paul Jones,10000000460c052d,N/A,306W 04,306W (T-340),303M
Virginia - John Paul Jones,10000000404505f9,1,309M 01,309M (T-345),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,100000009f59140d,N/A,309M 02,309M (T-345),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,10000000f3630dd3,N/A,309M 03,309M (T-345),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,100000009d1ee6a7,N/A,309M 04,309M (T-345),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,100000004179b895,10,310W 01,310W (T-302),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,10000000f0f19934,N/A,310W 02,310W (T-302),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,10000000f063cbe1,N/A,310W 03,310W (T-302),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,10000000b903cbb1,17,311W1 01,311W1 (T-307),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,10000000495a4344,20,311W1 02,311W1 (T-307),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,10000000f783c329,16,311W1 03,311W1 (T-307),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,10000000cf389628,N/A,311W2 01,311W2 (T-304),311W2_314W2
Virginia - John Paul Jones,1000000022c4d887,N/A,311W2 02,311W2 (T-304),311W2_314W2
Virginia - John Paul Jones,10000000d84e6270,37,312W 01,312W (T-310),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,100000004a2c57c0,39,312W 02,312W (T-310),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,10000000dee1840b,22,313M 01,313M (T-311),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,100000003978472a,24,313M 02,313M (T-311),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,100000004195edfa,26,313M 03,313M (T-311),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,100000004d1eb139,28,313M 04,313M (T-311),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,10000000947d69b5,30,313M 05,313M (T-311),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,10000000fd719c49,31,313M 06,313M (T-311),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,10000000b3ef47ac,33,313M 07,313M (T-311),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,10000000670de2fc,36,313M 08,313M (T-311),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,100000003dd90f36,N/A,314W 01,314W (T-312),311W2_314W2
Virginia - John Paul Jones,10000000a5b2c412,N/A,314W 02,314W (T-312),311W2_314W2
Virginia - John Paul Jones,1000000093ad21e3,41,314W 03,314W (T-312),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,10000000e422b266,44,314W 04,314W (T-312),309M_310W_312W_315W_311W_313M_314W
Virginia - John Paul Jones,1000000088454689,N/A,EventM 01,EventM (T-250),Event
Virginia - John Paul Jones,1000000013505f37,N/A,EventM 02,EventM (T-250),Event
Virginia - John Paul Jones,100000002eab63df,N/A,EventM 03,EventM (T-250),Event
Virginia - John Paul Jones,10000000a497efd3,N/A,EventM 04,EventM (T-250),Event
Virginia - John Paul Jones,1000000055143614,N/A,EventM 05,EventM (T-250),Event
Virginia - John Paul Jones,10000000e5f7d025,N/A,EventM 06,EventM (T-250),Event
Virginia - John Paul Jones,10000000cdea6a41,N/A,EventW 01,EventW (T-259),Event
Virginia - John Paul Jones,100000001591f9be,N/A,EventW 02,EventW (T-259),Event
Virginia - John Paul Jones,100000003e252bc7,N/A,EventW 03,EventW (T-259),Event
Virginia - John Paul Jones,10000000f09fcdaf,N/A,EventW 04,EventW (T-259),Event
Virginia Tech - Cassel Coliseum,10000000341c05cc,N/A,102W 01,102W,102W
Virginia Tech - Cassel Coliseum,10000000ec52cbfb,N/A,102W 02,102W,102W
Virginia Tech - Cassel Coliseum,100000004b72cee4,N/A,102W 03,102W,102W
Virginia Tech - Cassel Coliseum,10000000dccb299a,N/A,102W 04,102W,102W
Virginia Tech - Cassel Coliseum,10000000d257e35e,N/A,103M 01,103M,103M
Virginia Tech - Cassel Coliseum,10000000e34054d8,N/A,103M 02,103M,103M
Virginia Tech - Cassel Coliseum,100000007953dfe2,N/A,103M 03,103M,103M
Virginia Tech - Cassel Coliseum,10000000c4cd7c1a,N/A,103M 04,103M,103M
Virginia Tech - Cassel Coliseum,10000000b225f9a3,N/A,103M 05,103M,103M
Virginia Tech - Cassel Coliseum,100000001a1864c1,N/A,103M 06,103M,103M
Virginia Tech - Cassel Coliseum,10000000186e6734,N/A,103M 07,103M,103M
Virginia Tech - Cassel Coliseum,10000000d1897aad,N/A,107W 01,107W,107W
Virginia Tech - Cassel Coliseum,10000000a7223a4b,N/A,107W 02,107W,107W
Virginia Tech - Cassel Coliseum,10000000cccc15fb,N/A,107W 03,107W,107W
Virginia Tech - Cassel Coliseum,10000000cd97faa4,N/A,108M 01,108M,108M
Virginia Tech - Cassel Coliseum,10000000555fe1b6,N/A,108M 02,108M,108M
Virginia Tech - Cassel Coliseum,100000006a8416c8,N/A,108M 03,108M,108M
Virginia Tech - Cassel Coliseum,100000008248965d,N/A,108M 04,108M,108M
Virginia Tech - Cassel Coliseum,100000004c67d8ab,N/A,108M 05,108M,108M
Virginia Tech - Cassel Coliseum,10000000c81432bd,N/A,108M 06,108M,108M
Virginia Tech - Cassel Coliseum,1000000079cdc1e6,N/A,108M 07,108M,108M
Virginia Tech - Cassel Coliseum,10000000a23787c0,N/A,108M 08,108M,108M
Virginia Tech - Cassel Coliseum,100000000b8e1754,N/A,108M 09,108M,108M
Virginia Tech - Cassel Coliseum,10000000e0e473f6,N/A,112M 01,112M,112M
Virginia Tech - Cassel Coliseum,1000000045decc0a,N/A,112M 02,112M,112M
Virginia Tech - Cassel Coliseum,10000000daba3cd4,6,112M 03,112M,112M
Virginia Tech - Cassel Coliseum,100000000346f298,N/A,112M 04,112M,112M
Virginia Tech - Cassel Coliseum,100000007dacbe70,N/A,112M 05,112M,112M
Virginia Tech - Cassel Coliseum,10000000cf007a53,N/A,112M 06,112M,112M
Virginia Tech - Cassel Coliseum,10000000fb19e8b5,N/A,112M 07,112M,112M
Virginia Tech - Cassel Coliseum,100000001655b6a0,N/A,112M 08,112M,112M
Virginia Tech - Cassel Coliseum,10000000f1910d6b,N/A,112M 09,112M,112M
Virginia Tech - Cassel Coliseum,1000000076d41b9f,N/A,112M 10,112M,112M
Virginia Tech - Cassel Coliseum,10000000cf178dcc,N/A,112M 11,112M,112M
Virginia Tech - Cassel Coliseum,10000000da43dd4f,N/A,116M 01,116M,116M
Virginia Tech - Cassel Coliseum,10000000ff2f21b5,3,116M 02,116M,116M
Virginia Tech - Cassel Coliseum,10000000dde212c6,N/A,116M 03,116M,116M
Virginia Tech - Cassel Coliseum,100000009038b2af,N/A,116M 04,116M,116M
Virginia Tech - Cassel Coliseum,10000000becd2481,N/A,116M 05,116M,116M
